1.44	4.08	Pues estamos... Voy a poner un temazo, es en inglés,
4.08	14.48	pero... Me voy a poner... Vamos en directo. Colmazo... Colmazo...
20.44	23.72	Me dice que se espera y ella veía que a
23.72	33.24	mí empiezan... cubriendo... Estoy muy cansado hoy, eh. Ay. What?
42.68	57.10	Aísame cuando invites. Sí. voy dando me gusta al directo
56.62	91.28	voy no estoy dentro Envenenado. A ver, vamos a poner
91.28	109.56	un poco de música. con personas que no tienen tu
109.56	114.80	piel hola hola hola hola hola que estamos en directo
114.80	121.06	y no me he dado cuenta Pues si tío, pues
121.06	133.52	si Te va a acabar Que tiene loquito Hola Ian
134.46	138.42	Que prontito te vienes Vienes hoy, no? Bueno, que hemos
138.42	143.00	empezado un poquito tarde No pasa nada No pasa nada
143.92	151.44	Cuando repo Yonovani, bienvenido Hombre Yonovani o Juan Pero bienvenido
152.52	157.48	Fermín Estoy muy cansado Wimba Me voy a tomar una
157.48	163.88	barrita de esta de mierda Vale Tomate un monster Se
163.88	171.26	note Hola Laurins Hasta que hora estaréis Un ratito Hasta
171.26	175.40	que se me caigan los huevos al suelo al suelo.
175.40	191.98	Mierda. ¿Qué has hecho? Javier. Que me persiguieron unos monos.
191.98	198.06	Invítame. me alejo primero no ha hecho cabrón o invitame
199.66	209.68	es la teresa hoy terez no quiere trabajar más eres
209.68	215.22	a la dives esto eres una vaga ni una semana
215.28	223.74	y para tener recobro vida y te invito si no
223.74	229.04	me muero he dicho para que invito a una roba
229.04	236.96	y manos ya un poco de omar coast ahora hombre
236.96	240.58	hombre hombre este de los míos de los míos de
240.58	243.56	lo visto al alian escuchar rock en su puta vida
245.28	247.68	Y aparte me dijo que le gustaba el tecno, osea
247.68	254.76	no se que dice. Se te subió la fama. Si,
254.76	259.60	tu me la mamas. Con el trío y barriguita. Estamos
259.60	261.44	un poco a la paz, eh. Yo por ahí no
261.44	271.06	puedo ir, que me despiden unos monos asesinados. Máotete. Dios,
271.06	278.64	me has tomado la veao. ¿Qué es eso? ¿Hay qué?
279.34	286.76	Me va muy mal esto, me va... bueno... ¡Muy no,
286.76	289.54	muy no! Si, estoy viendo una película de los años
289.54	293.66	80 por lo menos. No lo veas, no lo veas.
294.68	300.68	Desde pequeño. Siempre escucho rock y metal. Muy bomba. Prezumo.
301.46	304.62	¿Qué metal que escuchas? Un poquito de cost. Un poquito
304.62	309.88	de... O... Worse murió. El año pasado, ¿no? Los Borne,
309.88	313.50	¿no? En el... No digo nada tampoco, ¿eh? Pero algo...
314.24	319.42	En aulas. Con el villano. Un follow. Un follow en...
318.90	323.24	No te gires. Hola, hola, hola. No haces gracia. ¿Vale?
323.66	325.84	I like your stream, ah, es otro pringao de esto.
325.78	332.60	Otro igual. Hola Zumo. I like you, my friend. I
332.60	336.58	love you. Ese Zumo que está por aquí otra vez.
337.42	340.74	No te gires, no me voy a afinar, tranquilo. No
340.74	347.04	te gires. Chico. Sí, mientras tuya hay un fantasma. ¿Que?
348.80	352.86	¿Que? ¿Que? Debo hacer la música, está muy alta la
352.86	359.24	música chat ¡Hombre Carla, bienvenida! Isma? ¿Que? ¿Que hemos pasado
359.24	364.26	por aquí que hay bloques de hierro? ¿Dónde? No jodas,
364.26	374.16	vale, vale, vale ¿Dónde? ¿Aquí? Yo Yo Que por ahí
374.16	380.00	no ha pasado, eh. ¿No? Pues tengo ocho bloques de
380.00	383.26	hierro. Vamos muy bien, eh, de hierro. No escucho nada.
383.26	386.12	Ahora, Carla... No escucho nada. Sí, bueno. No escucho nada.
386.34	393.04	¿Qué dice? Que no me vaciles. ¿Y Isma? ¿Qué se
393.04	401.50	escucha, payaso? Mira. Que te bloqueo, eh. Broma, broma. ¿Qué
401.50	409.08	te pasa? Hola María Me cago en la Virgen, muero
409.14	424.32	Me cago Perry, hola Perry ¿Dónde he muerto yo? Hay
424.32	428.00	un pedazo, hay dos pedazos de cocodrilo Bueno, me ha
428.00	433.68	cogido Bueno, ayer me cogió uno Madre mía que ya
433.68	440.92	19 no 20 que ya es 19 no 20 19
444.16	445.78	se acerca cada vez más el cumple de mi hermana
445.78	452.64	eh que bien que guay si para el no hay
452.64	461.10	verano ya lo daba regalo lo que es una call
460.56	467.12	que bonito eh que bonito eh el que el textur
469.48	475.98	los gráficos tu empezaste problema tuyo, eh. ¿Qué te ha
475.98	477.92	dicho? ¿Qué te ha dicho? ¡Que me viene un cocodrilo!
479.72	482.80	¿Qué te ha dicho tú? Que no se escucha nada.
484.26	497.36	Bueno, pero este juego te falta... No os preocupéis. Se
497.36	500.46	me ha dado fácil, eh. Hermano, ¿has jugado a fútbol
500.46	505.12	por la noche y a las pelas? Ah, Javi. ¿Qué?
504.72	509.80	Que te hablan. ¿Quién? Uno del chat. Que si no
509.80	513.84	estás reventado de jugar a fútbol. Estoy muy reventado, pero
513.84	520.16	mucho. Pero mucho es mucho. Pero bueno. Pero bueno. Tengo
520.16	524.68	el pie que parece el de un elefante, pero... ¿Qué?
524.68	527.90	Por culo. Me voy a enterrar. Me agarras algo, tío.
527.72	534.34	Estoy... No puedo tener 20 conversaciones. A ver... El bobillo...
538.14	540.98	Ha jugado a SuperBlanet y ha jugado... No está a
540.98	549.24	perder... Mucho. Mucho, mucho, mucho, mucho... Me pesan los huevos
549.24	554.32	ahora mismo. Como la de Adia. Si, pero hay más.
555.02	556.70	Hoy fuera de lo nuevo, hoy fuera de lo común.
561.74	564.38	¿Cómo sabéis que juego yo a football? ¿Cómo sabéis que
564.38	566.80	juego yo a football? ¿Me lo ha jugado con tío?
566.54	572.70	Puede ser. Es que no he visto la foto. Está
572.70	575.66	hablando. ¡Soy en el bar! ¡Aaah! ¡Coño! ¿Cómo que vais
575.66	577.18	a Rubidem? Si lo quiero dar pistas carica, ¿no? No,
577.18	579.36	no, donde íbamos antes era más. ¿Qué es lo que
579.36	583.18	se llama? ¿Qué es lo que se llama? ¿Qué es
583.18	585.84	lo que se llama? ¿Qué es lo que se llama?
586.48	589.32	¿Qué es lo que se llama? Es cariño, no? No,
589.32	593.44	no, donde íbamos antes era más caro. Está muy bien
593.44	600.00	Ryudamos, la verdad que... Muy muy bien.
601.72	603.82	La verdad que, claro, como vamos 14 nos sale a
603.82	613.70	4 euros, donde íbamos antes nos salía a 5,5,50. Hamster.
627.64	633.00	Sí, sí, sí, sí Nos fui para Teruel Volví A
633.00	637.46	los tres años puede ser Pero Reus Y sí, sí,
637.46	642.70	nos cumplí, verdad Verdad, verdad De ahí del El ruido
642.70	648.90	del pabellón, si, si. Que recuerdos, tío. Ya ves. Toma.
650.28	653.30	Pero ¿dónde estás tú, Irma? Yo la tomo por culo.
655.96	658.62	Si quiero encontrar... Pero ¿por qué me haces TP, Javi?
660.60	667.30	No me digas que soy yo a ti. Yo estaba
667.30	677.58	en un sitio... ¿Para donde era? ¿Para donde era? Joder
677.58	680.66	macho He quedado con mis amigos porque ahora ocupan y
680.66	684.12	me suelen diciendo tronco Que estabamos por el pabellón de
684.12	687.56	críos tirados por ahí Si, si, cuando estaba aquello Ahora
687.56	695.22	irás calli Quieres que te teletan los dioses Los jodan
695.22	700.16	a todos Sí, que estaba aquello de... coño, que estaba
700.16	704.68	lleno de piedras antes también por ahí... ¡Pua! Dios, creo
704.68	706.30	que desde el flechazo que me ha dado he soltado
706.30	712.22	un tozopal. Ehm... Defendió el juego a los... Sí, sí,
712.22	717.44	sí. Se llaman tronco, bueno, pues al igual que eres
717.44	725.56	malo. ¡Oh, que nos han enviado rosas y un gato!
726.50	732.38	Muchas gracias, hombre. Pero bueno, pero bueno, pero bueno. Bueno,
732.38	740.46	bueno, bueno. Muchas gracias, de corazón. ¿Qué tanto? Es que
740.46	743.54	dicen algo, ¿eh? Que no, me voy a costar. Descansa,
743.54	748.06	chavales, igualmente. Descansa mucho. Muchas gracias. Si mañana te quieres
748.06	752.66	pasar otro rato. Estamos aquí cada día. Cuantas cosas, nos
752.66	754.54	han mandado unas gafas, un sumo... En un sitio que
754.54	756.80	hago taekwondo han de hacer combates y faltan 5 personas.
756.72	772.60	Te apuntas, son combates. ¿Qué? A ver... ¿Qué? ¿Te apuntas,
772.60	780.12	hermano? Es que no os quiero hacer daño. Yo hice
780.12	783.54	taekwondo de pequeño. Bueno, no sé si lo sabes, Ian.
783.52	787.30	Yo soy el guerrero del dragón. Entonces, yo a Tai
787.30	795.30	Loon le pegué una paliza. Entonces, claro, sería un poco
795.30	798.68	injusto de mi parte ir a competir contra vosotros. Porque
798.68	806.46	no me duráis ni un round, ¿sabes? Podrían coger el
806.46	809.12	partido y más de los dos, ¿no? Necesitas este pie.
810.64	816.72	Imagínate cuando pasa lo mismo. Hola, putita. Yo soy el
816.72	821.52	maestro del Guerre de Dragon. Yo soy la tortuga. Tienes
821.52	826.18	más cara de maestro, Shifu. Solo hay tres subcampeones de
826.18	828.62	Cataluña. Uno de ellos de hace años fue y el
828.62	830.78	de España de hace dos años. Pues bueno, pues da
830.78	834.58	una confianza apuntarse. Venga, que yo también. Venga, me apunto
834.58	840.58	yo también. Que no, que no, Ian. Y aparte, yo...
842.14	845.26	Que no me duráis ni uno. A ver si me
845.26	848.20	vais a dar fuerte, me voy a calentar y bueno,
847.74	856.56	voy a lesionar. Que no quiero eso tampoco. Que veo
856.56	864.82	unas patadas. Si te vamos, cuando te sientas yo Dac
864.82	871.20	Martínez, hola Es que no lo veo justo, no lo
871.20	877.32	veo justo Pero que vais a competir entre... Bueno, tenéis
877.32	879.26	alguna idea de hacer taekwondo? Porque a eso os vais
879.26	881.56	a pegar así Porque si no tenéis ni idea os
881.56	884.12	vais a hacer daño Dicho Elian que él fue campeón
884.12	887.48	de España, o de Cataluña ¿Quién? Elian ¿Qué lo ha
887.48	890.58	dicho? pero que voy a ser tu campeón de españa
893.02	897.08	de cataluña de cataluña tu campeón de cataluña pero que
897.08	901.28	vas a ser tu campeón de cataluña mira para que
901.28	904.42	fuera justo, se tendría que ser el Imaillon contra todos
904.42	910.02	los del torneo. Claro. Para que se fuera justo y
910.02	915.66	con una mano atada y un pie atado. Y descalzos.
918.20	931.36	¿Cuándo se hace descalzo? Pues por eso. Es campeón de
931.36	935.16	nacional. Es campeón de nacional. Hace años, cuando tenía 14
935.16	939.36	años fue... Lo bien justo aún con las piernas atadas
939.36	941.46	también. Sí, sí. O sea, tendría que ser para que
941.46	945.26	tú entendieras que yo solo pudiera golpear con un dedo.
945.38	948.94	Con el meñique. Claro. Y aún así, ¿no has visto
948.94	951.18	a Thanos? Yo le enseñé a Thanos a hacer el
951.18	960.76	chasquido. Claro. yo Iron Man pero salió mal yo me
960.76	963.80	enseñé Iron Man pero no no le enseñé cómo hacerlo
963.80	967.32	bien me olvidó la parte de apretar el culo cuando
967.32	976.34	lo chasqueas para para que no revientes por dentro gracias
976.34	989.72	María Mejor no, me da miedo ya. Lo sentimos, lo
989.72	992.84	sentimos. Es que no es justo, Ian. No es justo,
992.84	994.96	porque... Es que no queremos hacer daño. Es que hacemos
994.96	997.88	mucho daño. Mira, si soy yo de la botella, miren
997.88	1001.32	lo que hago de la botella. ¿Ves? Es que... Te
1001.32	1006.46	morirías. ¿Tú no has visto en cómo entrenar tu dragón
1006.46	1011.66	el skin dush? No. ¿No? Es una técnica que hace
1011.66	1014.06	pop. Es que me parece que a mí me pega
1014.06	1020.60	más. ¿Has escuchado lo que has dicho? ¿Cómo antenada tu
1020.60	1023.90	dragón has dicho? Hostia, sí. Perdona, es que estaba en
1023.90	1028.82	tantas películas que ya me lío. Que ya estaba en
1028.82	1040.02	tantas películas... Él era patapeo. Yo era un tal detentado.
1039.46	1044.82	Pero no el dragón, ¿eh? El borracho del pueblo. A
1044.82	1056.54	TTP, va. ¿Te hagas de pe. ¡Sí! ¡Sí! ¡Vale! ¡Voy!
1056.02	1062.38	Espera, espera. Me ha tocado un liopleurodón. Tampoco hace falta
1062.38	1065.58	que me lo digas con... Con tanto intrusuriasmo. Ahora voy,
1065.58	1078.78	ahora voy. ¿Qué bicho es este? 150 de vida la
1078.78	1095.68	orilla ¿Ese peccado? Un cruce, eh Buah, estoy escuchando un
1095.68	1100.30	ruido Si, hay una ballena toda aquí La ma... la
1100.30	1115.72	ma... ¿Eh? Eres un tonto ¿Pero por cuándo? Me mata
1131.70	1144.46	150 de mi vida Un pedrago Vale, uno menos Si
1144.46	1146.50	no has pasado de las rodillas y ya te estabas
1146.50	1151.90	ahogando Es que me callo, me callo Lo reventamos, lo
1151.90	1164.38	reventamos Uy no Tiburón Muchas gracias, firma tío, la próxima
1164.38	1167.10	vez la tengo cuenta a tu culo A mi culo
1167.10	1170.94	no, porque a mi culo Y es más guapo Muerto.
1171.00	1178.94	Buena Ver. ¿Cómo estás? ¿Cómo estás, guapo? Muchas gracias. Muchas
1178.94	1181.62	gracias por ese follow y por ese like. Muchas gracias.
1181.62	1184.44	Este tío está más fuerte que el vinagre, Javi. Tira
1184.44	1187.02	un brazo y vamos. Como te mire, te revienta. Mira,
1187.02	1190.46	mira que el vinagre está fuerte. ¿Eh? Que mira que
1190.46	1192.40	el vinagre está fuerte. Que me debí yo un vaso
1192.40	1200.00	a traición. Cero. No quiso así, decía.
1200.00	1204.44	Me boxeo una vez con él. Vamos. En el fondo.
1203.70	1209.14	¿Qué es eso? La Rosa, hola Alex. Hola Alex. ¿El
1209.14	1213.96	qué? Bien, no mire. Dime si viene alguna ballena o
1213.96	1223.02	algo, eh. Nada. Vamos a cantar un poquito, ¿no? No
1223.02	1233.82	sé si hay mucho tramo para cantar. Hay una serpiente
1233.82	1244.00	marina ahí, así que desenmarcamos aquí. Hola Mariángel. ¡Quita! ¡Pasado!
1245.06	1247.76	En Twitch hay gente, pues no lo sé, la verdad.
1247.98	1251.38	Han pasado un gringo antes, pero... No hay nadie, no
1251.38	1257.22	hay nadie en Twitch. Viva el corazón, sin tiempo con
1257.22	1283.66	algo con favorito. ¿Qué haces? ¿Qué haces? ¿Qué haces? ¿Qué
1283.66	1290.08	haces? ¿Qué haces? Me he distraído Pero que mal, que
1290.08	1292.10	estoy a un corazón ¿Qué me ha pasado? ¿A medio?
1295.64	1299.46	¿Qué te está pegado? ¡Que viene un taggear, dragolester! ¿Qué
1299.46	1310.20	es eso? No está, se ha ido Es invisible, tira,
1310.20	1317.26	tira, tira Tira, tira, tira. Ian, ¿tú tienes mi Instagram
1317.26	1327.84	o algo? Ian, ¿tú sabes editar vídeos? Por casualidad no
1327.84	1334.68	buscarás trabajo, ¿no? Bien pagado, ¿eh? Sí, sí, sí. Totalmente
1334.68	1354.80	pagado, ¿eh? ¿Atrevés a editarme tres clips del directo de
1354.80	1359.68	ayer? Hola María O sea, bueno, buscar clips del directo
1359.68	1373.12	de ayer ¡Uah! Me han ganado de reventar, eh O
1373.12	1403.14	sea, que día para mañana Hola María Bueno, tú, si
1403.14	1420.78	puedes Si no ¿Teosaurio Javi? Que susto me has dado
1420.78	1429.42	Javi coño Hola No puedo mirar los comentarios de ellos
1432.52	1437.44	Ya ve donde esta no te preocupes Si le pego
1437.44	1444.94	un... Un espadazo a ver Mierda, abisma, me matan. Se
1444.94	1451.74	muere. No tiene vida esto. Vale. Pues probamos si quieres
1451.74	1453.92	un día. Y si te gusta y te ves cómodo,
1453.92	1459.40	pues... Podemos negociar un sueldo. No te pases que está
1459.40	1477.52	al principio. Y aparte, contigo no te graba, Nian. ¿Has
1477.52	1492.48	visto más a Lilias o no? Estoy pensando el rato,
1492.48	1494.68	¿por qué duro tampoco? Claro, por lo menos con armadura.
1502.94	1508.34	Gracias. a rezar a dios todo nuestro dios todo poderoso
1508.34	1513.82	así que hace lilyas ahora y qué va a hacer
1517.18	1525.16	vas con él allí o no Si me sigues le
1525.16	1542.48	sigo Si no, no le sigo Me está viendo para
1542.48	1546.74	casa ¿Qué? Me está viendo para casa por aquí ¿Quieres
1546.74	1552.22	ir para casa? Bueno ¿Quieres ir caminando? Yo puedo hablar
1552.22	1555.86	con los dioses, eh? Bueno, imagina para ver el que
1555.86	1558.14	hay por aquí. Estoy yendo para casa. Lo que pasa
1558.14	1563.40	es que si nos encontramos al Dragon, putada. Voy solo
1563.40	1566.32	con Marta. Ah, vas con la Marta al gym. Qué
1566.32	1570.10	monos. Lleva con su novia al gym, Javi. Oh, qué
1570.10	1577.64	maldita. Igual que nosotros. Sí, sí. Bueno, la semana que
1577.64	1600.06	viene vamos al gym, ¿no? Ya. Ayer me encontré, el
1600.06	1601.94	otro día nos encontramos a su novia, lo que pasa
1601.94	1606.58	es que no me saluda. Cuando encontramos a la Marta
1606.58	1612.28	por el centro. ¿Y por qué no te saluda? No,
1612.28	1616.00	porque no. Ya sea con banca 80 una repe, joder,
1616.00	1623.70	Ian. Muy bien. Yo no lo he conseguido eso todavía,
1623.70	1631.98	¿eh? Muy bien, muy bien. ¿En qué es eso? Red
1631.98	1640.64	banca. No, no, no, pero es que panca Tampoco sé
1640.64	1643.32	si podría, tú y me han Yo como, es que
1643.32	1655.38	como no Panca No, no es mi saludona ella que
1655.38	1661.34	digamos ya ya ya ella que es tipo su novia
1661.34	1669.54	que nos saluda mucho tienes huesos Un hombre se dejó
1669.54	1671.22	todos en casa, lo que he visto ya antes son
1671.22	1684.88	perros y no me han podido deslojar. Hola Yuyo. ¿Lo
1684.88	1691.66	que tienes en la pierna lo del meñisco? ¿Otro? contra
1691.66	1698.18	el otro. Bueno, el Ian juega a fútbol, me parece.
1697.96	1701.90	Dejo de jugar a fútbol por el... por la rodilla.
1706.46	1713.40	El Cartílago y un esguince mal curado, jodería. Dicen que...
1714.94	1726.52	que se quieren parecer a sus ídolos, ¿no? No hay
1726.52	1732.44	que solos de noche, ¿no? En este juego. ¿O no?
1732.94	1739.10	Sí, sí. ¿Dónde estás? Yo, pues he tirado para adelante,
1739.10	1746.98	¿no? Por culo. Estoy a 3800 metros de trícola. Estoy
1746.98	1751.90	descubriendo nada. Me parece que van a tener que hacer
1751.90	1759.76	TP porque estoy en el agua ahora. Es que estamos
1759.76	1764.42	a 7000 lo que se Javi. Voy a hablar con
1764.42	1771.46	los dioses. Bueno ya haces bien. Por cuidarse en salud
1771.46	1777.46	que... ...que reventarse. Poder con los dioses, no? Así que
1777.46	1779.62	si no va a dar el video como si apretica
1779.62	1790.96	el video. No le quiero. Eh... Me caccio el diablo,
1790.96	1800.00	porra. ¿Ve? ¿Ve?
1804.00	1811.34	Para casa, ¿no? Vale, espérate, voy a quitarlo de muerte
1811.34	1823.46	porque no me va a... Justo, imbécil. Joder. ¿Qué? ¿Qué
1823.46	1842.62	ha hecho ahora? Tú no, una sepia. ¿Qué hablando con
1842.62	1852.44	los dioses, eh? Sí, quiero encontrar la hueva esta del
1852.44	1891.68	Alex Cave. Hola, Fátima. Yo voy y voy como soy,
1891.68	1894.12	yo no amigo te extraño si te hablo claro, claro
1894.68	1896.80	Y que duda con la cuenta con nosotros nos dejamos
1896.80	1899.36	ir Perdón, eh, me estoy discutiendo con los dioses Me
1899.36	1927.20	están tonto hoy Hola Fatima Hola Mer 14 ¡F**k you!
1927.78	1949.80	¡Que mal rollo! ¿Como estás? ¿Dónde estás? ¿Dónde estás? ¡Qué
1949.80	1950.36	guapa! ¡Qué guapa! ¿Cómo estás? No acuerdo. Qué guapa, ¿no?
1956.88	1958.50	Eh... Pia, pues a lo mejor encuentras por aquí el
1958.50	1963.18	X-Cave, ¿eh? Me dicen los dioses. ¿Sí? No, no, es
1963.18	1970.08	broma, ¿eh? Porque si que igual necesitan lavabundo, ¿eh? Porque...
1970.52	1977.04	No es directo, pero... ¿Me puedes imaginar, no? ¿Dónde estoy
1977.04	1983.78	mirando aquí? Los dioses, tío. Los dioses. Entro aquí como
1983.78	1987.80	un tía en el supermercado. Ve a la baga peluca,
1987.80	2022.12	eso. La sofía surfe. Con su tóton diamantado. El botón
2022.12	2024.94	me dijo si quieres tirar el lavabo. No, no sé
2024.94	2037.86	Si se dejes. ¿Qué pasa? Está muy bueno. Cuando vengas,
2037.86	2050.44	posiblemente, ya habré hablado con un dios. No. Hola, Miriam.
2051.46	2059.84	¿Qué tal, Miriam? ¿Cómo estás? ¿Cómo estás? ¿Cómo estás? y
2088.14	2092.38	Vale, pues ahora vengo. Ya un momento, la vamos rapidito.
2092.58	2094.40	Chat, no se vaya, que no se vaya. Entretene al
2094.40	2097.12	chat, Javi. Yo los entretengo, si solo me tienen que
2097.12	2103.90	ver la cara. Cuéntate de chistes y esas cosas. No
2103.90	2113.66	me apetece contar ninguno ahora, la verdad. ¿Qué dice el
2113.66	2116.88	chat? ¿Qué dice el chat? Ya sabemos que os ocurren
2116.88	2120.62	nuestros directos, pero audicionad un poco, ¿sabes? Pero no mal.
2126.64	2129.22	¿Qué es lo que ves? Tampoco vamos a quejarnos... Dios...
2130.54	2151.52	Dios... ...y... ...y... ...y... ...y... ...y... ...y... ...y... ...y... ...y...
2150.58	2155.10	...y... A que escuchar a mi vida, te hace una
2155.10	2158.56	idea. Pero no. No, no, no, no, no, no. No,
2158.56	2162.30	no, no, no, no, no. No, no, no, no, no.
2162.54	2168.36	No, no, no, no. No, no, no. No, no, no.
2168.54	2185.38	No, no, no, no. A ver. No, no, no... Utiliza
2185.38	2191.28	la gente, utiliza la gente. Pues nada, que lima un
2191.28	2211.68	tonto. Pues toda la razón, la verdad. Y... Lo acaban
2211.68	2213.78	de ver los dioses, lo acaban de ver los dioses
2214.54	2245.34	con el meta bueno el tanto eh Guau, los dioses
2245.34	2245.64	sabios. Hola. Hola Alberto. Hola, habla bien. ¿Qué es el
2245.64	2256.40	Shally? Hola Hola Albert Hola Eh, habla bien ¿Qué sigue
2256.40	2259.82	dicho? Hola Albert Eh, bueno Isma lo acaban de encontrar
2259.82	2264.60	dos dioses ¿Qué eres? ¿El hermano de Elena? Lo acaban
2264.60	2272.32	de encontrar Isma ¿Qué? Fua Un booty El ave solar
2273.08	2279.52	Bien. Piedos y boom, Dios. Qué suertita me haya armado.
2283.58	2286.92	Ah, que es la Elena, o qué? Elena. Si os
2286.92	2289.18	hago un vídeo gratis de las cagadas más fechas que
2289.18	2291.06	hagan. No te preguntes que yo cagada no hago ni
2291.06	2294.26	todo lo que. De las cagadas en el baño, vale.
2294.56	2298.32	Espera, espera. Vale, sí, ya me tepé, me sacaré un
2298.32	2300.60	diamante. Vale, estás preparado para ver... O sea, te lo
2300.60	2304.84	voy a dejar delante, eh. Vale. Pero justo delante, eh.
2305.32	2317.40	Osea, te va a matar. No lo... que es que
2317.40	2323.28	me ha dado. ¿Qué? Lo petrifico con lo de la
2323.28	2327.18	cabeza de la serpiente. ¿Sabéis lo que podríamos hacer? ¿Qué?
2329.54	2333.20	El dragón lo podemos petrificar. la dragona madre y a
2333.20	2337.76	ver si podemos sacar el huevo de ahí vale, tú
2337.76	2344.76	vas a vivir aquí? si, hace vale, dime dime pero
2344.76	2349.24	no puedes llegar a casa si pero me han parado
2349.24	2354.96	aquí bueno yo... osea los días se han parado aquí
2360.38	2367.04	Es que bonito esto tío. Medidas cortas. San Mariano está
2367.04	2372.42	bien. No, te llevo otro sitio mismo eh. Te voy
2372.42	2376.96	a llevar a un sitio chulísimo. Es un pueblo muy
2376.96	2383.28	bonito eh. Esto nos mira más para arriba, súper bonito
2383.28	2398.24	eh. color burdeos hola maría hola señor lupes señor lupes
2397.26	2400.00	señor lupes
